number,background,beard,dress,eyes,eyewear,face,head,skin
2663,red,none,lahore,bro,none,smile,zoro,ink
2664,red,none,fairbanks,sus,none,bigo,panama,trippy
2665,brown,none,monaco,dead,none,lol,london,ink
2666,brown,tehran,popeye,where,potter,holmes,crete,trippy
2667,yellow,none,zobro,dead,office,mexico,angel,dalmation
2668,brown,none,zobro,what,vegas,sic,angel,ape
2669,blue,none,none,bro,love,bigo,punk,ink
2670,yellow,none,sicily,happy,zorro,lol,pods,plain
2671,yellow,nice,king,happy,xmen,gurgaon,dream,avatar
2672,orange,none,la,bro,gold,naples,travolta,tiger
2673,orange,nice,hack,sic,android,naples,none,plain
2674,green,none,none,sus,gandhi,candy,none,alien
2675,blue,moscow,navy,bro,3d,sic,taproot,tiger
2676,orange,austin,jdh,what,android,love,ninja,tiger
2677,orange,none,party,gotcha,gandhi,bigo,devil,plain
2678,green,lebanon,sicily,zobro,3d,lol,minnesota,dalmation
2679,orange,austin,farming,bro,love,love,angel,alien
2680,dark-green,moscow,sailor,what,gold,bigo,popeye,machine
2681,blue,none,malibu,zobro,gandhi,mexico,crete,plain
2682,purple,washington,venice,sus,gold,gurgaon,angel,dmt
2683,brown,muscat,amsterdam,sic,none,cheeky,oregon,zombie
2684,brown,tehran,lol,fire,party,love,punk,ape
2685,yellow,muscat,jordan,what,office,cheeky,sumo,ape
2686,purple,washington,samurai,happy,machine,sic,jerusalem,avatar
2687,mint,hulk,guest,happy,potter,nyc,ninja,zombie
2688,orange,washington,none,bro,none,love,sumo,plain
2689,purple,moscow,rio,bro,matrix,lol,bingham,plain
2690,green,hulk,gold,gotcha,miami,cheeky,jerusalem,dalmation
2691,red,austin,hawaii,bro,gandhi,smile,bravo,tiger
2692,mint,muscat,malibu,bro,xmen,sic,panama,avatar
2693,red,nice,night,fire,thug,havana,none,plain
2694,blue,muscat,airforce,what,thug,sic,kazan,plain
2695,brown,lebanon,lahore,lost,gandhi,cheeky,nyc,avatar
2696,yellow,nice,night,bro,office,nyc,none,ink
2697,brown,none,bavaria,what,party,gurgaon,punk,tiger
2698,orange,none,poker,fire,party,smile,london,avatar
2699,teal,none,popeye,zobro,gold,smile,dream,plain
2700,yellow,moscow,malibu,bro,party,party,panama,tiger
2701,mint,none,none,dead,zorro,smile,london,plain
2702,teal,none,airforce,fire,office,smile,pop,ink
2703,dark-green,lebanon,none,sic,potter,gurgaon,bingham,alien
2704,mint,none,farming,happy,none,sic,ride,dmt
2705,purple,nice,lahore,bro,pirate,love,zoro,plain
2706,green,muscat,kermit,where,matrix,candy,minnesota,plain
2707,yellow,none,monaco,gotcha,none,candy,nj,dalmation
2708,mint,muscat,rich,bro,xmen,smile,devil,machine
2709,purple,muscat,poker,gotcha,potter,sic,popeye,zombie
2710,orange,washington,none,where,none,naples,pirate,ape
2711,red,tehran,taipei,zobro,gold,sic,scotland,plain
2712,red,muscat,gold,happy,miami,cheeky,jerusalem,plain
2713,green,tehran,agra,zobro,thug,love,devil,dalmation
2714,dark-green,muscat,zobro,happy,party,smile,pods,dmt
2715,brown,tehran,gala,fire,gold,party,jerusalem,tiger
2716,yellow,none,airforce,fire,none,smile,ride,plain
2717,mint,washington,navy,zobro,pirate,candy,taproot,avatar
2718,brown,none,navy,btc,none,bigo,devil,dmt
2719,mint,none,taipei,where,potter,smile,military,ink
2720,teal,tehran,la,bro,zorro,420,vegas,avatar
2721,purple,muscat,rich,gotcha,potter,love,oregon,plain
2722,dark-green,washington,rio,gotcha,thug,naples,oregon,ink
2723,orange,none,none,happy,vision,nyc,hell,tiger
2724,dark-green,muscat,gala,happy,gandhi,nyc,ride,avatar
2725,dark-green,washington,king,zobro,office,naples,aantonop,plain
2726,dark-green,tehran,naruto,bro,potter,smile,athens,plain
2727,green,none,space,fire,office,lol,crete,dmt
2728,purple,none,rich,gotcha,machine,holmes,pop,trippy
2729,yellow,none,naruto,happy,vegas,smile,none,tiger
2730,red,washington,eminem,btc,none,cheeky,none,plain
2731,purple,none,guantanamo,love,gandhi,smile,oregon,avatar
2732,brown,washington,puffer,zobro,gold,gurgaon,samurai,avatar
2733,blue,austin,poker,sus,matrix,smile,aantonop,alien
2734,teal,austin,army,bro,machine,naples,scotland,machine
2735,mint,none,guantanamo,sic,none,smile,food,tiger
2736,purple,none,airforce,bro,vegas,smile,taproot,ink
2737,dark-green,none,airforce,bro,matrix,lol,ninja,dmt
2738,yellow,austin,amsterdam,gotcha,none,smile,noogle,dalmation
2739,teal,tehran,agra,where,office,smile,pods,avatar
2740,dark-green,muscat,luffy,zobro,android,love,samurai,plain
2741,yellow,none,lahore,dead,none,lol,popeye,trippy
2742,teal,nice,none,happy,xmen,smile,none,avatar
2743,orange,none,jobs,gotcha,none,sic,pop,ink
2744,orange,none,kill,bro,gandhi,seville,food,avatar
2745,green,none,fairbanks,eth,none,vape,angel,dalmation
2746,dark-green,none,mumbai,sus,thug,lol,pop,zombie
2747,orange,none,night,fire,none,holmes,zoro,dalmation
2748,teal,none,none,fire,potter,lol,paris,ink
2749,green,none,agra,happy,pirate,nyc,fireman,panda
2750,purple,none,none,sus,tech,sic,london,alien
2751,purple,none,btc,where,tech,cheeky,scotland,tiger
2752,mint,muscat,sicily,bro,android,holmes,sumo,plain
2753,green,none,airforce,bro,zorro,naples,panama,plain
2754,purple,none,night,bro,3d,lol,alabama,ink
2755,yellow,tehran,none,gotcha,vegas,nyc,hell,tiger
2756,orange,hulk,taipei,what,machine,holmes,military,tiger
2757,mint,muscat,eminem,bro,none,lol,none,zombie
2758,teal,muscat,jdh,bro,android,cheeky,sumo,avatar
2759,dark-green,washington,jdh,eth,none,bigo,punk,plain
2760,purple,washington,popeye,sic,vegas,bigo,belair,ink
2761,purple,rhodes,hack,eth,none,candy,none,dmt
2762,red,none,venice,sus,none,vape,panama,ink
2763,red,nice,monaco,lost,none,seville,fireman,machine
2764,blue,none,luffy,bro,none,lol,dream,avatar
2765,purple,none,none,bro,love,lol,aantonop,trippy
2766,teal,muscat,btc,gotcha,potter,bigo,taproot,trippy
2767,blue,lebanon,none,happy,none,holmes,nj,dmt
2768,dark-green,none,agra,bro,tech,lol,alabama,tiger
2769,blue,none,guantanamo,lost,tech,sic,alabama,plain
2770,purple,none,jobs,bro,love,gurgaon,ride,ink
2771,teal,washington,none,where,office,bigo,pods,dalmation
2772,green,austin,none,what,love,420,military,dalmation
2773,orange,none,none,where,gandhi,candy,army,ink
2774,dark-green,none,cupid,eth,none,smile,popeye,ink
2775,yellow,washington,btc,sus,vegas,sic,crete,zombie
2776,mint,rhodes,none,sus,office,mexico,travolta,machine
2777,yellow,none,la,gotcha,none,mexico,oregon,ink
2778,orange,none,none,fire,potter,tobacco,military,gold
2779,green,none,guantanamo,sic,none,smile,dream,dalmation
2780,green,none,kobe,what,tech,lol,bingham,dalmation
2781,purple,none,lol,bro,miami,smile,zoro,avatar
2782,mint,muscat,ride,happy,potter,naples,punk,plain
2783,orange,muscat,amsterdam,happy,potter,smile,travolta,avatar
2784,purple,none,jdh,love,tech,love,noogle,plain
2785,yellow,austin,luffy,where,thug,holmes,zoro,avatar
2786,orange,none,eminem,sic,vegas,lol,none,plain
2787,dark-green,washington,space,eth,none,smile,vegas,trippy
2788,yellow,washington,malibu,lost,none,lol,noogle,plain
2789,mint,muscat,guantanamo,bro,thug,smile,golf,trippy
2790,blue,austin,smart,love,gandhi,cheeky,fireman,dalmation
2791,green,none,monaco,where,love,holmes,pop,alien
2792,green,none,none,what,thug,mexico,dream,avatar
2793,red,none,law,happy,potter,tobacco,alabama,dalmation
2794,mint,austin,none,sic,thug,smile,rico,tiger
2795,dark-green,washington,puffer,sus,love,smile,ninja,tiger
2796,teal,none,army,sic,vegas,gurgaon,bingham,ink
2797,brown,muscat,sicily,gotcha,machine,smile,ride,tiger
2798,blue,lebanon,naruto,where,none,nyc,pop,machine
2799,red,none,guantanamo,sic,3d,love,nyc,plain
2800,blue,muscat,ninja,where,thug,lol,crete,plain
2801,orange,none,gold,love,potter,mexico,athens,ink
2802,dark-green,none,taipei,happy,gold,smile,military,dmt
2803,blue,moscow,bavaria,happy,3d,smile,pirate,dmt
2804,dark-green,washington,agra,sus,none,love,alabama,tiger
2805,purple,rhodes,jobs,fire,gold,smile,rico,plain
2806,teal,none,ride,sus,none,lol,crete,plain
2807,orange,hulk,none,zobro,matrix,sic,alabama,plain
2808,yellow,austin,navy,what,love,candy,sumo,tiger
2809,red,none,poker,bro,machine,smile,pop,machine
2810,yellow,none,none,sus,matrix,party,aantonop,ink
2811,yellow,nice,btc,bro,none,lol,sumo,ape
2812,mint,none,cupid,bro,pirate,gurgaon,scotland,trippy
2813,yellow,washington,poker,lost,thug,lol,london,plain
2814,orange,hulk,night,what,thug,bigo,army,ape
2815,brown,washington,luffy,happy,android,holmes,none,dalmation
2816,blue,muscat,lahore,what,none,candy,angel,avatar
2817,brown,muscat,none,happy,gandhi,lol,devil,dalmation
2818,green,none,kobe,happy,gandhi,love,ninja,machine
2819,red,muscat,rio,where,party,sic,army,zombie
2820,red,none,naruto,where,none,seville,nj,alien
2821,teal,tehran,none,bro,xmen,naples,paris,plain
2822,yellow,tehran,malaga,sus,none,smile,ninja,ink
2823,teal,none,wallst,happy,none,vape,messi,dmt
2824,dark-green,muscat,shinobi,dead,none,havana,minnesota,gold
2825,red,nice,amazon,bro,none,gurgaon,jerusalem,ape
2826,green,austin,airforce,fire,thug,candy,bingham,ink
2827,green,muscat,bull,where,vegas,seville,pods,avatar
2828,teal,none,bull,happy,none,smile,taproot,plain
2829,red,none,kobe,bro,office,sic,messi,plain
2830,mint,none,knight,sic,office,party,punk,dalmation
2831,green,none,mib,zobro,vegas,nyc,nj,alien
2832,brown,none,farming,happy,gold,smile,bravo,machine
2833,dark-green,lebanon,wallst,bro,vegas,tobacco,alabama,trippy
2834,mint,muscat,dead,sic,gandhi,havana,pirate,ink
2835,yellow,nice,none,eth,none,seville,vegas,tiger
2836,red,washington,wallst,bro,none,smile,crete,ink
2837,green,none,btc,gotcha,office,havana,noogle,ink
2838,mint,none,luffy,happy,machine,love,food,tiger
2839,dark-green,austin,airforce,love,love,party,noogle,dmt
2840,purple,moscow,jdh,sic,thug,holmes,jerusalem,dalmation
2841,orange,muscat,space,btc,none,bigo,popeye,ape
2842,red,none,night,gotcha,none,havana,fireman,tiger
2843,red,nice,la,where,matrix,bigo,vegas,dmt
2844,blue,none,mumbai,bro,gandhi,smile,ninja,ink
2845,purple,austin,smart,happy,gold,lol,queen,tiger
2846,orange,none,knight,bro,none,nyc,golf,dalmation
2847,purple,hulk,law,dead,none,sic,pirate,dalmation
2848,purple,washington,law,happy,miami,love,kazan,ape
2849,mint,none,cupid,bro,none,gurgaon,messi,gold
2850,teal,none,gold,what,none,smile,taproot,ink
2851,blue,none,none,lost,gandhi,love,oregon,avatar
2852,orange,nice,gold,happy,xmen,lol,sparta,plain
2853,purple,none,malaga,sus,none,sic,travolta,plain
2854,dark-green,hulk,luffy,btc,none,love,noogle,alien
2855,teal,moscow,kermit,zobro,party,bigo,golf,plain
2856,green,nice,jdh,sus,love,gurgaon,popeye,plain
2857,green,moscow,poker,fire,love,love,food,ink
2858,mint,austin,la,fire,pirate,smile,bravo,avatar
2859,purple,muscat,hack,sic,matrix,tobacco,none,plain
2860,green,washington,jobs,sus,party,nyc,pop,ape
2861,blue,none,bavaria,what,vegas,holmes,noogle,trippy
2862,teal,none,night,happy,party,gurgaon,alabama,plain
2863,brown,lebanon,none,bro,pirate,smile,angel,avatar
2864,yellow,none,taipei,what,none,party,monk,tiger
2865,dark-green,none,hack,love,office,smile,none,plain
2866,red,rhodes,none,where,none,candy,panama,zombie
2867,brown,none,zobro,zobro,android,lol,hell,gold
2868,purple,none,poker,bro,xmen,candy,dream,trippy
2869,yellow,moscow,kobe,bro,pirate,nyc,monk,avatar
2870,yellow,rhodes,army,fire,miami,smile,food,tiger
2871,purple,none,amazon,bro,gold,lol,alabama,dalmation
2872,purple,nice,none,bro,matrix,smile,aantonop,plain
2873,blue,rhodes,smart,dead,party,smile,taproot,ink
2874,purple,nice,party,love,vision,holmes,none,plain
2875,red,none,none,where,gandhi,candy,alabama,plain
2876,mint,none,agra,bro,zorro,naples,hell,dalmation
2877,purple,tehran,luffy,btc,none,love,monk,zombie
2878,yellow,rhodes,btc,what,android,seville,athens,plain
2879,mint,rhodes,malibu,happy,love,bigo,zoro,plain
2880,orange,none,taipei,gotcha,office,sic,queen,plain
2881,orange,rhodes,none,bro,zorro,cheeky,pirate,trippy
2882,red,moscow,lahore,where,party,cheeky,kazan,ink
2883,mint,none,luffy,dead,gold,smile,kazan,plain
2884,orange,none,none,zobro,vegas,sic,bravo,alien
2885,blue,tehran,navy,btc,none,lol,none,dalmation
2886,blue,none,lol,sic,potter,love,pods,ink
2887,blue,none,party,happy,tech,bigo,mexico,dmt
2888,purple,none,guantanamo,gotcha,tech,love,noogle,alien
2889,blue,none,none,bro,tech,naples,punk,dalmation
2890,orange,lebanon,boston,bro,none,420,scotland,plain
2891,blue,none,popeye,love,thug,smile,bingham,avatar
2892,yellow,none,kermit,happy,machine,holmes,bravo,avatar
2893,green,muscat,none,gotcha,vision,sic,zoro,ink
2894,red,moscow,jdh,bro,party,bigo,crete,tiger
2895,teal,none,bull,bro,party,bigo,panama,panda
2896,purple,none,monaco,happy,gandhi,cheeky,pop,ink
2897,mint,none,popeye,sus,machine,naples,pop,plain
2898,yellow,none,airforce,bro,xmen,smile,dream,ink
2899,green,none,mumbai,bro,none,smile,pop,plain
2900,blue,none,zobro,happy,tech,smile,pop,tiger
2901,orange,muscat,amsterdam,what,none,smile,popeye,avatar
2902,green,none,la,bro,pirate,holmes,bingham,tiger
2903,teal,none,hawaii,gotcha,none,lol,golf,ape
2904,blue,none,none,fire,vegas,love,alabama,plain
2905,yellow,none,poker,what,none,bigo,pirate,dalmation
2906,orange,muscat,space,fire,vegas,smile,bingham,dmt
2907,dark-green,none,kobe,bro,office,nyc,sparta,ink
2908,blue,moscow,none,gotcha,tech,holmes,oregon,panda
2909,blue,washington,none,dead,android,sic,alabama,dalmation
2910,purple,moscow,none,happy,matrix,smile,cairo,gold
2911,purple,tehran,navy,happy,vegas,smile,taproot,gold
2912,yellow,lebanon,jordan,sus,matrix,smile,ride,plain
2913,green,none,none,btc,none,love,bravo,zombie
2914,dark-green,austin,navy,zobro,vegas,sic,angel,avatar
2915,mint,muscat,airforce,love,office,smile,vegas,zombie
2916,green,lebanon,cupid,fire,miami,gurgaon,rico,avatar
2917,yellow,none,popeye,sus,thug,cheeky,noogle,panda
2918,dark-green,none,none,what,none,lol,zoro,avatar
2919,red,none,none,love,vegas,gurgaon,rico,machine
2920,green,washington,track,bro,party,love,golf,trippy
2921,red,none,eminem,gotcha,gold,smile,none,dalmation
2922,orange,rhodes,cupid,gotcha,gandhi,sic,alabama,plain
2923,red,none,jordan,gotcha,zorro,lol,scotland,machine
2924,brown,muscat,kobe,bro,matrix,naples,athens,trippy
2925,brown,rhodes,dead,zobro,android,seville,cairo,zombie
2926,dark-green,none,virginia,bro,miami,sic,angel,avatar
2927,mint,hulk,kermit,happy,thug,love,hell,trippy
2928,green,none,monaco,fire,thug,smile,devil,tiger
2929,teal,washington,space,lost,potter,naples,monk,avatar
2930,brown,none,none,happy,zorro,lol,scotland,avatar
2931,teal,none,rich,sus,potter,smile,pirate,plain
2932,green,austin,kermit,fire,android,nyc,army,tiger
2933,mint,tehran,party,eth,none,gurgaon,zoro,avatar
2934,purple,rhodes,airforce,what,android,cheeky,oregon,dalmation
2935,mint,none,track,happy,thug,cheeky,pirate,trippy
2936,brown,none,jdh,btc,none,smile,travolta,plain
2937,purple,none,ride,gotcha,gold,love,hell,plain
2938,dark-green,none,fairbanks,bro,thug,sic,popeye,trippy
2939,mint,none,hawaii,bro,none,cheeky,monk,zombie
2940,orange,none,ride,zobro,machine,naples,bravo,ape
2941,brown,austin,cold,sus,xmen,lol,panama,ink
2942,blue,none,none,zobro,none,bigo,fireman,plain
2943,green,none,puffer,sic,none,sic,food,tiger
2944,orange,washington,bull,happy,matrix,cheeky,fireman,ink
2945,purple,none,army,what,3d,lol,crete,tiger
2946,blue,austin,mumbai,eth,none,bigo,taproot,plain
2947,yellow,muscat,smart,bro,3d,smile,sparta,trippy
2948,red,none,jobs,where,potter,lol,crete,ink
2949,mint,austin,agra,dead,android,naples,belair,plain
2950,yellow,hulk,saul,gotcha,android,smile,nj,avatar
2951,blue,moscow,smart,where,none,gurgaon,zoro,dalmation
2952,red,muscat,ninja,bro,3d,sic,angel,tiger
2953,orange,tehran,la,fire,android,smile,popeye,alien
2954,red,nice,none,sus,none,smile,none,trippy
2955,brown,austin,venice,eth,none,candy,london,ape
2956,red,none,none,bro,office,bigo,vegas,tiger
2957,mint,muscat,boston,bro,gandhi,nyc,ride,gold
2958,red,nice,monaco,zobro,none,bigo,pods,trippy
2959,yellow,austin,space,bro,none,smile,alabama,plain
2960,red,nice,none,btc,none,party,military,dalmation
2961,green,tehran,space,dead,zorro,smile,minnesota,plain
2962,yellow,none,space,bro,office,cheeky,aantonop,trippy
2963,dark-green,none,kermit,bro,xmen,smile,aantonop,dalmation
2964,yellow,hulk,none,what,none,gurgaon,messi,ink
2965,blue,none,naruto,where,gold,gurgaon,golf,dalmation
2966,dark-green,rhodes,la,bro,xmen,candy,military,trippy
2967,yellow,none,mumbai,happy,machine,cheeky,oregon,machine
2968,blue,none,taipei,dead,android,gurgaon,pop,trippy
2969,yellow,muscat,kermit,zobro,thug,love,alabama,ape
2970,teal,none,hawaii,love,love,sic,crete,plain
2971,blue,none,shinobi,where,thug,lol,food,plain
2972,blue,none,cupid,gotcha,potter,nyc,monk,ape
2973,purple,nice,rich,dead,none,smile,devil,machine
2974,purple,none,mib,eth,none,love,sumo,plain
2975,purple,nice,none,lost,miami,sic,dream,alien
2976,blue,nice,zion,bro,none,sic,taproot,dmt
2977,red,moscow,none,what,tech,lol,punk,plain
2978,dark-green,austin,zion,fire,matrix,smile,food,machine
2979,brown,none,guantanamo,happy,none,smile,hell,avatar
2980,mint,none,rich,fire,none,party,military,machine
2981,blue,none,mib,gotcha,office,smile,nyc,dalmation
2982,teal,none,rio,bro,tech,smile,scotland,alien
2983,orange,none,gala,zobro,matrix,nyc,alabama,tiger
2984,mint,none,jdh,dead,none,smile,samurai,ink
2985,blue,nice,zobro,where,miami,cheeky,bravo,machine
2986,green,none,monaco,sic,none,gurgaon,jerusalem,dalmation
2987,brown,none,gold,what,party,sic,dream,plain
2988,orange,austin,naruto,happy,potter,vape,hell,avatar
2989,dark-green,none,la,love,none,smile,paris,plain
2990,yellow,muscat,none,gotcha,none,smile,noogle,avatar
2991,brown,muscat,luffy,where,none,lol,king,ink
2992,blue,none,boston,what,xmen,smile,london,dmt
2993,green,moscow,space,happy,none,cheeky,aantonop,zombie
2994,mint,none,none,dead,matrix,smile,belair,machine
2995,yellow,none,gala,sus,none,lol,jerusalem,plain
2996,brown,none,la,zobro,none,lol,queen,tiger
2997,red,austin,smart,zobro,office,party,crete,tiger
2998,purple,none,hack,love,3d,lol,none,plain
2999,yellow,nice,sailor,love,gandhi,love,sparta,plain
3000,blue,hulk,samurai,where,gold,gurgaon,minnesota,avatar
3001,blue,muscat,wallst,lost,pirate,cheeky,pop,ink
3002,purple,none,none,sic,potter,love,kazan,machine
3003,orange,moscow,smart,happy,office,smile,athens,plain
3004,red,none,none,bro,zorro,bigo,sparta,tiger
3005,purple,none,dead,bro,tech,bigo,samurai,panda
3006,blue,none,zobro,dead,xmen,party,aantonop,machine
3007,teal,moscow,sailor,bro,none,sic,military,tiger
3008,yellow,nice,army,btc,none,nyc,none,ink
3009,brown,rhodes,none,where,3d,party,ninja,plain
3010,dark-green,moscow,space,where,none,cheeky,food,dalmation
3011,blue,muscat,kermit,bro,potter,cheeky,paris,machine
3012,red,nice,venice,bro,matrix,lol,sumo,dalmation
3013,dark-green,none,none,sus,vision,havana,mexico,plain
3014,brown,none,guantanamo,sic,none,sic,noogle,plain
3015,red,none,hawaii,bro,vegas,holmes,king,tiger
3016,yellow,moscow,fairbanks,what,office,love,dream,gold
3017,yellow,none,law,bro,love,party,minnesota,zombie
3018,brown,muscat,navy,gotcha,office,candy,crete,dmt
3019,brown,washington,track,lost,none,party,vegas,avatar
3020,orange,rhodes,none,dead,miami,smile,popeye,plain
3021,brown,none,none,zobro,gold,nyc,ninja,plain
3022,yellow,none,kermit,sus,vegas,sic,belair,avatar
3023,brown,none,party,bro,office,naples,mexico,alien
3024,orange,lebanon,hawaii,zobro,thug,smile,oregon,dalmation
3025,teal,washington,none,eth,none,cheeky,alabama,avatar
3026,green,none,rich,lost,love,bigo,rico,plain
3027,green,moscow,eminem,where,none,mexico,none,plain
3028,green,muscat,nyc,happy,none,lol,alabama,zombie
3029,blue,rhodes,nyc,where,none,naples,messi,plain
3030,orange,washington,saul,dead,gandhi,party,kazan,trippy
3031,yellow,none,puffer,sus,miami,party,panama,plain
3032,brown,washington,none,bro,android,lol,popeye,ink
3033,blue,hulk,eminem,happy,none,tobacco,none,avatar
3034,mint,none,none,zobro,zorro,bigo,vegas,trippy
3035,blue,none,none,zobro,tech,sic,aantonop,tiger
3036,blue,none,agra,where,miami,vape,punk,zombie
3037,teal,rhodes,airforce,bro,none,cheeky,mexico,tiger
3038,green,none,none,fire,vegas,nyc,zoro,alien
3039,green,austin,track,zobro,office,nyc,pirate,trippy
3040,red,none,party,eth,none,candy,bravo,ink
3041,brown,none,jdh,happy,gold,smile,dream,dalmation
3042,yellow,none,monaco,where,matrix,sic,london,ink
3043,yellow,rhodes,popeye,gotcha,potter,holmes,none,zombie
3044,green,washington,none,happy,machine,party,nj,tiger
3045,blue,hulk,space,bro,miami,seville,travolta,avatar
3046,green,moscow,cupid,dead,matrix,candy,queen,plain
3047,blue,none,hawaii,happy,pirate,smile,dream,machine
3048,yellow,muscat,bavaria,where,matrix,havana,pods,dalmation
3049,mint,rhodes,nyc,what,zorro,cheeky,dream,dmt
3050,dark-green,lebanon,navy,what,love,cheeky,oregon,dalmation
3051,teal,none,malaga,bro,none,smile,nyc,plain
3052,purple,tehran,rich,sic,vision,bigo,samurai,plain
3053,purple,muscat,wallst,lost,none,tobacco,bravo,plain
3054,dark-green,washington,puffer,bro,miami,party,minnesota,ink
3055,teal,hulk,kermit,lost,thug,candy,military,tiger
3056,red,moscow,hawaii,love,matrix,bigo,jerusalem,tiger
3057,red,hulk,king,happy,none,bigo,military,avatar
3058,brown,none,btc,gotcha,matrix,nyc,vegas,dalmation
3059,green,tehran,hawaii,bro,none,smile,rico,avatar
3060,purple,none,wallst,sic,party,vape,panama,plain
3061,purple,none,navy,where,none,bigo,devil,plain
3062,blue,none,lahore,where,party,smile,angel,trippy
3063,orange,muscat,airforce,what,gold,smile,pods,plain
3064,brown,nice,poker,what,android,bigo,kazan,trippy
3065,red,none,agra,bro,android,lol,taproot,dalmation
3066,orange,muscat,none,what,vision,lol,messi,trippy
3067,teal,none,gold,where,zorro,smile,pop,plain
3068,yellow,moscow,wallst,what,thug,gurgaon,music,dalmation
3069,green,none,luffy,btc,none,nyc,oregon,dmt
3070,teal,austin,none,gotcha,potter,love,dream,trippy
3071,red,muscat,guest,what,none,smile,fireman,trippy
3072,orange,nice,la,where,matrix,smile,hell,avatar
3073,brown,nice,space,happy,tech,love,paris,ape
3074,purple,washington,cupid,happy,machine,smile,bingham,ink
3075,dark-green,none,space,bro,android,nyc,monk,plain
3076,orange,none,space,where,none,420,scotland,panda
3077,green,lebanon,track,sic,xmen,holmes,fireman,alien
3078,red,rhodes,zion,zobro,none,sic,angel,avatar
3079,purple,nice,bull,sic,love,smile,paris,dmt
3080,blue,none,eminem,gotcha,android,naples,none,plain
3081,green,muscat,kermit,bro,none,sic,paris,plain
3082,yellow,none,ride,bro,android,tobacco,samurai,ink
3083,yellow,tehran,jdh,where,matrix,lol,sumo,dalmation
3084,red,none,eminem,gotcha,tech,bigo,none,alien
3085,brown,austin,samurai,zobro,zorro,smile,taproot,avatar
3086,yellow,lebanon,none,gotcha,pirate,cheeky,monk,ape
3087,yellow,austin,sicily,happy,machine,lol,military,avatar
3088,blue,muscat,agra,what,none,smile,crete,plain
3089,blue,none,hawaii,happy,office,bigo,pods,avatar
3090,mint,none,monaco,btc,none,seville,bingham,ink
3091,orange,none,kermit,bro,none,naples,devil,avatar
3092,dark-green,none,amsterdam,bro,thug,sic,london,avatar
3093,teal,none,guantanamo,sus,machine,smile,crete,tiger
3094,dark-green,austin,none,fire,potter,lol,pirate,plain
3095,green,none,none,sus,matrix,smile,samurai,ink
3096,brown,none,none,lost,none,vape,devil,dalmation
3097,yellow,rhodes,space,bro,gold,vape,hell,plain
3098,green,none,party,happy,gold,tobacco,sparta,zombie
3099,red,muscat,king,where,3d,lol,bingham,plain
3100,orange,muscat,agra,bro,party,love,ninja,plain
3101,teal,moscow,rich,happy,pirate,smile,devil,avatar
3102,mint,none,eminem,happy,zorro,lol,none,ink
3103,dark-green,none,amsterdam,what,love,love,paris,plain
3104,blue,tehran,lahore,sus,none,nyc,pirate,dalmation
3105,dark-green,austin,none,bro,none,cheeky,scotland,ink
3106,dark-green,none,eminem,happy,android,cheeky,none,avatar
3107,green,lebanon,rich,gotcha,tech,cheeky,messi,zombie
3108,green,none,rio,dead,gandhi,gurgaon,sumo,avatar
3109,teal,tehran,track,sus,vegas,party,scotland,avatar
3110,red,washington,saul,zobro,none,candy,army,trippy
3111,yellow,none,popeye,what,gandhi,cheeky,none,dalmation
3112,orange,muscat,guantanamo,sus,gold,smile,bingham,alien
3113,yellow,none,farming,bro,machine,smile,paris,plain
3114,orange,none,mumbai,love,zorro,love,fireman,plain
3115,dark-green,muscat,luffy,gotcha,office,gurgaon,none,ink
3116,orange,rhodes,naruto,where,tech,cheeky,dream,tiger
3117,green,none,gold,eth,none,lol,pirate,tiger
3118,blue,none,king,btc,none,nyc,zoro,dalmation
3119,purple,muscat,jobs,lost,party,holmes,travolta,ink
3120,red,moscow,none,eth,none,smile,none,trippy
3121,mint,muscat,sailor,sus,android,smile,music,ink
3122,teal,washington,zobro,bro,potter,sic,golf,zombie
3123,purple,none,agra,bro,zorro,gurgaon,taproot,tiger
3124,red,none,samurai,happy,none,party,vegas,dalmation
3125,teal,moscow,party,what,potter,mexico,fireman,trippy
3126,mint,muscat,none,zobro,office,smile,dream,dalmation
3127,blue,none,none,where,vegas,smile,nj,tiger
3128,blue,none,taipei,bro,3d,bigo,punk,trippy
3129,red,moscow,jobs,where,none,havana,sparta,ink
3130,mint,none,malaga,sic,tech,sic,queen,trippy
3131,mint,lebanon,sicily,love,miami,holmes,london,trippy
3132,mint,muscat,guest,fire,vision,bigo,angel,plain
3133,teal,none,saul,where,miami,havana,noogle,dmt
3134,purple,muscat,none,bro,office,sic,taproot,trippy
3135,yellow,muscat,none,sus,thug,gurgaon,sumo,plain
3136,blue,austin,none,dead,potter,candy,jerusalem,trippy
3137,green,rhodes,la,where,vegas,gurgaon,taproot,avatar
3138,green,none,none,bro,vision,smile,monk,gold
3139,yellow,rhodes,none,sus,party,holmes,pop,tiger
3140,brown,tehran,hack,dead,gandhi,love,none,plain
3141,mint,nice,farming,eth,none,love,paris,plain
3142,green,austin,hawaii,lost,none,candy,pop,trippy
3143,yellow,hulk,none,zobro,thug,smile,aantonop,zombie
3144,red,lebanon,cold,btc,none,holmes,sumo,ink
3145,yellow,none,hack,fire,none,gurgaon,none,machine
3146,yellow,none,popeye,happy,party,sic,king,plain
3147,mint,hulk,guantanamo,zobro,vegas,candy,army,plain
3148,green,muscat,kermit,eth,none,havana,kazan,dalmation
3149,purple,muscat,cupid,btc,none,sic,pirate,dalmation
